,text,people,process,product,system
327,car insurance ok haan but when i am checking my previous policy number is,0,0,1,0
328,car the policy number is nine two zero two two ok one eight two three,0,0,1,0
329,card cardit card or net bank ok ok for three lakh rupees the premium would be seven thousand three hundred and six,0,1,1,0
330,care yeah I got this message I D only. yeah OK cloud Nine care.,0,1,0,0
331,case every passenger per passenger will be covered up to fifty thousand as per sitting cap,0,0,1,0
332,cess and you can upload the documents itself through the application itself then also you can check claim,0,1,1,0
333,cess. how long do you think is going to take? OK may I know when did the documents are sent to our end? final bill,0,0,1,0
334,cessfully i am sending a quotation or your email i d so mister Jayan if it is possible,0,1,1,0
335,"changes in. You are telling me but unnecessarily. Now I am telling you, you are telling me to go to website",0,0,0,1
336,check somebody sir we will. we have already I have already sent it I have already sent it in the first mail also discharge form is already there.,0,1,0,0
337,check with i will go through this policy accompany because if you can send me all the details to my mail i d suppose,0,1,0,0
338,checks is like this. That is why I am telling you. So this is absolutely I think wrong trans,0,0,1,0
339,chennai b c haan B C one two one two just give me one minute i will calculate it from my end i will checking your details,0,0,1,0
340,cheque. the date on the policy. sorry. started of the policy that policy have buyed,0,1,1,0
341,ciation policy no no no other insure that's what i am saying you any of the add on cover will not be given,0,0,1,0
342,claim a wrong no claim bonus of one two eight three ok ok where you have taken a,0,1,1,0
343,claim and I was told as i will received an S M S so the link and all that i didn't get any S M S i don't know my claim number i don't know anything and don't know what is going on,0,1,0,0
344,claim bonus so we have been asked to pay some amount to the company within Fif.,0,1,1,0
345,claim for that. that to know they are there to conditions there. yeah yes. right. OK is there anything else.,0,1,0,0
346,claim from Tata A I G I told that at that time also ki I have not taken any claim it was only a di,0,1,1,0
347,claim i don't know why company care company like reliance i shifted from tata to Reliance only because,0,1,0,0
348,claim if which was lesser i thought i will not take claim and take rather no claim bonus,0,1,1,0
349,claim is under testing since last Three hours we don't have an update yet.,0,1,0,0
350,claim number must be with p with hospital authority OK so I have the policy,0,1,0,0
351,claim of the thousand u s dollars ok ok that time they will give you the claim sir,0,1,0,0
352,claim taken on Two thousand eighteen while november yes i told them i have not taken any intrest,0,1,0,0
353,claim they will acha acha acha ok ok ok ok ok so today should I keep it with the bare,0,1,0,0
354,claim will be proce within One hour. OK so within One hour so some one will call me or I will have to call someone or I have to go to the T,0,1,0,0
355,claim. They only gave me this Reliance Insurance. OK. So what is the problem sir? I am not sure what is happ,0,1,0,0
356,claimed anything we have not claimed anything on basically the claim they are not claimed anything correct,0,1,0,0
357,cle i d v value is one lakh ninety eight thousand forty six rupees ok,0,0,1,0
358,cle is over aged and second thing it is comprehensive policy every any other company will give you a,0,0,1,0
359,cle the driver is covered owner driver is covered up fifteen lakhs in case of total dis,0,0,1,0
360,"come. Your senior, yesterday he gave the same reply to me that your senior was busy",1,0,0,0
361,comfortable to make the payment in online sir via debit card credit card or net banking yeah sure,0,1,0,0
362,coming he is not picking up the phone. he is not coming claim has been assigned to him.,1,1,0,0
363,common law or state law and four benefit means got for bit in case of to,0,0,1,0
364,company should not charge me penalty for that ok yes yes yes mam don't worry about that ha,0,1,0,0
365,concern manager he told me sir you renew it online and then you have been repeated obviously you can't do anything here.,0,0,1,0
366,copy ok this is second time from morning i am calling one hundred times i called sorry for the they inconveinience are saying some server.,0,1,0,1
367,copy to the police man you don't have to pay the fine ok i know i know i know i know ok and hard copy will be send on a communication address within a fif,0,1,0,0
368,correct ok no medical problems no history problelm yeah no medical i filled up all that yaar no medical no his,0,1,0,0
369,count sir on this because this is third party policy we are unable to do anything this is governmented rule,0,0,1,0
370,couple of time which has happened then you know i was promised that i will get a call but you guys don't call,0,1,0,0
371,cover and how much we have proposed to this can be done should be want to or mock to be after sending the document right.,0,0,1,0
372,covered accidental hospitalization are covered ok and normal normal existing condition,0,0,1,0
373,covered cover vehicle expenses or working two lakhs fifty thousand dollars of gold than time to go for it,0,0,1,0
374,covered for fif sorry the driver of this vehicle is also covered for fifteen lakhs,0,0,1,0
375,covered in third party policy you covered and the third party property damage covered and,0,0,1,0
376,cument has not opened here I am not able to open your policy documents so this.,0,0,1,0
377,cy and you say you said the provide thie is problem and i want the claim,0,1,0,0
378,cy yeah so i am trying to do a name change for the a  i mean a in this,0,1,1,0
379,dard one is silver one is gold one is platinum one is the basic plan ok ok in standard,0,0,1,0
380,date I mean sorry I can't able to change the date so we can able to only cancel the policy.,0,1,0,0
381,date means a month right. Is there is a mistake in that. So you can do one thing. You can cancel this,0,1,1,0
382,deductible amount what is the deductible amount where does it deducted from sir if you claim like,0,1,0,0
383,depreciation you are the adding depreciation adding no sir last year the i d v value is one lakh,0,0,1,0
384,discharges sir from us haa i know i made a complaint to i have written to reliance insurance,0,0,0,1
385,disconnected  disconnected then no one call that is the problem. so don't disconnect it directly connect it.,0,0,0,1
386,disconnected mam due to some issue then call back against same toll free number.,0,0,0,1
387,disconnected so tomorrow you can contact because the time is there shift timing is finished OK ok,0,1,0,0
388,discount sir even vehicle bumper to bumper and the third party total driver all covered you know  yeah driver is also,0,0,1,0
389,discounted amount and premium amount might be the oh he didn't I didn't ask for any discount of the he just take me the quotation amount,0,0,1,0
390,do like that I mean after getting the policy number please call this same number we will definitely intimate your claim. sure not a problem.,0,1,1,0
391,document which you have sended from message yeah we will able to check. where is mess message I D return?,0,1,1,0
392,documents but this video service call starts but no voice received from other side i am trying for last.,0,0,1,1
393,don't yeah yeah it's come at yeah just don't make the payment on that sir just a second,0,1,0,0
394,double three five six five double three five and who is this number yes to whom i need to call in this Bhar,0,1,0,0
395,double zero five six one five seven exactly sir this is your policy number put it on web,0,0,1,0
396,down the number ah claim number sorry what you want me to note down sir claim number,0,1,0,0
397,dred ninety nine hundred ninety seven rupees but for the same yeh kya yeh kya cover nil depreciation,0,0,1,0
398,during that period from the point i will make the payment and the actual insurance,0,1,0,0
399,each like for standard and silver plan it has one lakh u s dollars for gold and platinum,0,0,1,0
400,eight days Saturday Sunday is my off and they say surveyor have said ki this claim can not be processed because of,1,1,0,0
401,eight days of the travel no medical problem started no medical problem nothing that i just trying to,0,1,0,0
402,eight six zero zero eight zero zero eight yeah you want to keep same mobile number talking from the number,0,1,0,0
403,email deta hu dekh ke at gmail dot com ok ok,0,1,0,0
404,email id right now i don't have the mail id. OK Sir. I would like to let you know that.,0,1,0,0
405,engine cover sir ninety five percent yes engine cover engine cover is also there yes,0,0,1,0
406,escalate you to the senior department That's what I am requesting. Escalate it now. But  you,0,1,0,0
407,ess yeah last time i had told them that they should send it by courier service but they send it by,0,1,0,0
408,"expire, OK. I will definitely help you regarding that. The recently which I have taken what if you guys don't resolve my issue, then where will I go?",0,0,1,0
409,expired sir no no there was no any previous policy no no on claim,0,1,1,0
410,face you while intimaiton the claim hello yes sir. ah it is C G,0,1,0,0
411,feedback system it will take less than ten seconds you can rate me five if you satisfy the information i have provided to you,0,1,0,0
412,fifteen lakhs and that is a pre premium for that in three seventy five rupees and you have taken premium for the paid driver,0,0,1,0
413,fifteen ok ok ok yeah the let me know your no claim bonus you are getting,0,0,1,0
414,fifteen to sixteen i just made a one claim two thousand sixteen fifteen to sixteen right,0,1,0,0
415,fifty dollars would deducted from it fifty dollars from deducted from what yes sir whatever the claim amount would be,0,1,0,0
416,"fifty one, if I am right. Ok. Today again a message is coming asking me to send",0,1,0,0
417,fifty percent company will pay fifty percent ok if suppose there is a fiber glass,0,0,1,0
418,fifty two thousand ok ok you don't made any claim during the current year so you will get the thirty five percent,0,1,0,0
419,file for cashless settlement so is that slash of one I guess.,0,1,0,0
420,final discounted amount sir i will provide final discounted amount yes yes i am providing the max,0,0,1,0
421,first together a tell me the taught what will be there ok sir wait a minute for that you have a standard policy know fifty thousand,0,0,1,0
422,five fifteen lakh rupees ok this is for you right ok fine second benefit third party prop,0,0,1,0
423,five lakh thirty sixx thousand premium ok initiated road side assistance,0,0,1,0
424,five nine and the pre premium is one more sum assured platinum is sixteen,0,0,1,0
425,five that's it yes sir this is the claim number and also can you please note one ah,0,1,0,0
426,five zero one five nine. That is a B S N L number. I am not able to know you know usme apka phone nahi lag raha hai. I don't know why?,0,1,0,0
427,fix it only sir then you will take the vehicle to the garage you need to click on the link.,0,1,0,0
428,for a claim immediately they sent out an email for me. How it is possible? No sir there is a form.,0,1,0,0
429,for body how much coverage and third party cover is and all these are not mentioned here,0,0,1,0
430,for last year my premium was eleven thousand one hundred forty four ok sir,0,0,1,0
431,for personal accident to owner driver will be covered upto fifteen lakh one,0,0,1,0
432,for seven thousand eight hundred sixty six i paid the premium hello ok,0,0,1,0
433,for that is the reason i had not taken from you correct correct what the things are mendatory all the things i have mentioned from my,0,0,1,0
434,for that ok she a she asked me to mention her name when i call,0,1,0,0
435,for the claim intimation it is ok on now and like now to register the claim also for,0,1,0,0
436,for the current year ok yeah that twenty percentage is already depreciated so the premium will,0,0,1,0
437,for this year your premium amount is seven thousand five hundred thirty five hundred and thirty rupees sir sir your i d v value is about,0,0,1,0
438,for this. That's why the reason I am asking you please cancel this policy. OK. Cancel a policy issue a new policy.,0,1,0,0
439,for tomorrow. I am I understand sir. I will arrange callback within two hours. But  he will not,0,1,0,0
440,for unnamed passenger and also yeah for the driver so ok so the amount will be if any driver also any,0,0,1,0
441,for your vehicle that our company is offering you this year is three lakhs seven thousand nine hundred and fif,0,0,1,0
442,form you a priority depart it didn't get sorry for the inconvenience sir allow me last time,0,1,0,0
443,forty eight rupees so just just you have to just close that link ok i will just close,0,1,0,0
444,forty five ok and the no claim bonus is twenty percent as you took any of the claim of,0,1,1,0
445,forty one thousand six hundred fifty three rupees ok but when i made it online no it,0,0,1,0
446,forty one thousand sixty three rupees including nil depreciation yes bumper to bumper policy,0,0,1,0
447,four at gmail dot com at gmail dot com yeah ok and mobile number,0,1,0,0
448,four four seven zero even other agents have confirm me the same rate,1,0,0,0
449,four four seven zero you tell me that much no discount sir what if we co do the renewal tomorrow,0,0,1,0
450,four three nine right yes sixteen four yeah three nine yeah i i just saw this online i just got a quote,0,0,1,0
451,friend also driving your vehicle so he will also get coverage of one lakh rupees ok upto one lakh forty one thousand nine hundred,0,0,1,0
452,from agent right sir yeah it was my company who had bought it from yes yes.,1,0,0,0
453,from morning i am trying that's the reason i called you to send me the link again to pay for the premium amount,0,1,1,0
454,from my side. you are going for reimbursement or cashless can I know. no we will go for cashless only no,0,1,0,0
455,from no no sir any any thing no claim no claim naa sir ok,0,1,0,0
456,from our side Mister Momeen may I know. my side it's my side. I am raising a request it is taking some time.,0,1,0,0
457,from the site but they are sended that the file size is too small to be,0,0,0,1
458,from them. so that we are able to locate this mail. OK if they are saying that they have sent across mail.so how do we.,0,1,0,0
459,from you are calling is your registered mobile number i don't know maybe it is may be it isn't OK I will give you my policy number,0,1,1,0
460,further. may I Sejel mam know your whatsapp communication number. no why should I give if you can't do anything like.,0,1,0,0
461,getting personal accident to unnamed passenger cover unnamed passenger in the sense like if,0,0,1,0
462,giving a request for the changes. This might take time. It would take a.,0,1,0,0
463,go for payment sir they they get a error sir you got a error,0,1,0,0
464,go for the secure plus cover it will be not given ok because your vehicle is of two thousand fourteen model,0,0,1,0
465,got a message on that is the policy is rejected and there is no reason here,0,1,1,0
466,ha tie up guys tie up tie up reliance they are giving the accha register the claim,0,1,0,0
467,have a raise a request for. I didn't get your point. give me Let me check your.,0,1,0,0
468,have that add on you can't add you can't get that cover sir it is not showing in our system,0,0,1,0
469,he is blaming me you should have called you should have written to me you didn't pick up the call all that bullshit he is tell telling me so i don't have time for all that,1,1,0,0
470,he was asking he had registered a claim but he is facing some problem.,0,1,0,0
471,hello hello hello there is no responce,0,1,0,0
472,hello yeah have you received sir the mail a i received in that the red button is coming for blow i have to press that na,0,1,0,0
473,hello yes just hold a moment sir i have to calculate the premium,0,0,1,0
474,help me with your policy number policy number amount,0,0,1,0
475,here also and this year also. They did not ask me what was your N C B and we will give you  matching N C.,0,1,1,0
476,here you have paid fifty rupees for the pay driver five hundred rupees for the unnamed passenger,0,1,0,0
477,here. yes mam actually mam number One there are few issues here Number One one is when I am trying to up.,0,1,0,0
478,hospitals mail I D. we haven't received any mail for your discharge. if hospital had send us a mail.,0,1,0,0
479,how may i help you? a hi a my insurance is lapsed actually last,0,0,1,0
480,how much is that policy amount and also haan premium and also,0,0,1,0
481,how much value intimation letter is telling you how much sir have you got any intimation letter,0,1,0,0
482,hundred persons battries rubber nilon plastic will be cover hundred perc,0,0,1,0
483,i am not received anything sh sorry for that do not worry I will send the doc right away please allow me some,0,0,1,0
484,i am not understand why you can't me right mam but as per reasons for the claim i requ,0,1,0,0
485,i can proceed that right same amount will be get yeah same amount what he said this is also three one of,0,0,1,0
486,i don't know is isn't the system is not showing any name that you have contacted to any one mam,0,1,0,1
487,i don't know why it is mentioned by you guys i need an update i either you cancel the,0,1,0,0
488,i get intimation mister Himanshu tells me it is rejected because of no claim bonus,0,1,1,0
489,i have been waiting eagerly because i know the moment at comes i have to finish it within that day,0,1,0,0
490,i have need a third party liability claim sir but i would like to tell you we are unable to give you third party,0,1,1,0
491,i have not taken any no claim in previous agency OK i spoke to them,0,1,1,0
492,i have received a message also seventeen the rate is increasing now you are saying now only rate is increase,0,1,1,0
493,i i actually i have claimed I have claim last year there is a acci i have claim last,0,1,0,0
494,i r d a also the T A to owner driver covers last year you only get two lakh rupees,0,0,1,0
495,i will provide the proper quote ok then i have provide the details you can provide me the discount then i can provide,0,0,1,0
496,i will renew both because somebody told me some agent told me now that there is some changes,1,0,1,0
497,i will talk to them sir i have take all three branches messages as well as mobile number as well as branch,0,1,0,0
498,if I asked you after Five years do you do you have any claims registered under this policy how can you access without.,0,1,0,0
499,if something happened to him in that case like in case of death permanent disability or partial disability or total dis,0,0,1,0
500,"if something missing or anything additional required, your team will communicate or i need to frequently send requests.",0,1,0,0
501,if you can not give me my claim please give my money back ok i will get it i will get my claim don,0,1,0,0
502,"if your policy, I mean the link which you have sent. Yes, when I am trying to access that link, I am, its navigating.",0,1,0,0
503,in Hyderabad ok so why our is get it how to post it in .,0,1,0,0
504,in Schenjan countries yeah just give me a schengan plan also because i need of that u want Schenjan plan also,0,0,1,0
505,in chennai can i renew it you tell me branches ok sir show in chennai there is two branches,0,0,1,0
506,in reliance in zero dep policy engine is not covered but in reliance we give you a cover of,0,0,1,0
507,in that case in that case the benefit will be given up to fifteen lakh to owner or else nominee,0,0,1,0
508,in that case the benefit will be decided as per common law ok that how much benefit will be given to him,0,0,1,0
509,in that case we like you can have you can in insured for claim sir but not have a regular check up,0,1,0,0
510,in the final bill ok sir ok and you have three lakhs six lakhs nine lakh rupees of coverage in that,0,0,1,0
511,in this policy you are getting benefit like glass will be cover hundred percent fibre will be cover,0,0,1,0
512,in through to my email i d yes sir you will get after making payment within one second you will get,0,1,0,0
513,information in terms new renewal premium mark no sir you just visit branch only they can,0,1,1,0
514,ing about is for don't know what all is covered sir last,0,0,1,0
515,ing premium of twelve thousand five hundred the branch person ha the dealer no no sir i am not taking about dealer i am,1,0,1,0
516,instant policy why is it not possible to do it right now it 's a correction in passport.,0,0,1,0
517,insurance agent and he is told four thousand twenty seven rupees including g s t from reliance sir me apko jo third party jo,1,0,0,0
518,insurance for my car yes sir it is expire on monday i want to renew it yes sir,0,0,1,0
519,insurance of car ok a the policy number i can tell you last year,0,0,1,0
520,insurance ok just through policy Baazar and i have three year registration nine six,0,0,1,0
521,insurance premium of Honda Unicorn bike which is also due in two days only sir that also you Honda Unicorn bike,0,0,1,0
522,insure of five lakh u s dollars but for loss of baggages you have in thousand u s dollars you can,0,1,1,0
523,intimate the claim. who claim I didn't get that. I mean you want I mean at the time of any.,0,1,0,0
524,intimate you about the at ah small accident regarding my Activa yes sir I hope no One.,0,1,0,0
525,intimation for claim fresh intimation. surely I I had a yeah may I know that.,0,1,0,0
526,is a no you can see the claim status in ea at each and every time what status is going on,0,1,0,0
527,is admitted to the hospital so just be to intimate about that and also have a few questions about a cashless.,0,1,0,0
528,is it the third party or a comprehensive which you are giving sir this is the third policy,0,0,1,0
529,is that is eligible for the comprehensive then i can make that sir tell me,0,0,1,0
530,is that's why sir i give a call back ok note my name ok my name is Arvind ok ok,0,1,0,0
531,is the renewal intimation letter yes my policy number is hello hello just help me with the policy,0,1,1,0
532,is there is some damage to how will is able to clearance claim or bills for that.,0,1,0,0
533,issue with a message then go to our website and check it down OK. Yeah fine then. Is there anything else.,0,1,0,1
534,it has been asking for all on us asking he need to pay,0,1,0,0
535,it is i have a policy with len to ha ok can you just told me the policy number sir,0,0,1,0
536,it is right or wrong send the vehicle details no no no see come i d v yeah yeah i got it,0,0,1,0
537,it its after including g s t ok so the final premium is comes to,0,0,1,0
538,"it should  the last, it should be a slightly lesser than the last Premium and is the rates are increasing atleast.",0,0,1,0
539,it was weekenly involved in an accident and i want to know what are the authorised the workshops which i can take my car to,0,1,0,0
540,it will be sent money will be sent in three four days time. This this message I received,0,1,0,0
541,it's a comprehensive policy sir then then you are not going provide in a zero depreciation,0,0,1,0
542,it's a girl it's a girl and started from S name start from S no if you want i can do is I will just arrange a call back,0,1,0,0
543,it's called voluntary deductible what it effects on your policy at the time of claim it,0,1,1,0
544,it's not like that now the you have the cut off date ah within you should claim within so many days on so that day no that's not,0,1,0,0
545,it's not only allowing us to make that add on cover in your policy i would like to know the reason behind it,0,0,1,0
546,its a comprensive I have to file yeah yeah comprensive got you so it's a comprehensive policy now,0,0,1,0
547,its based for the current year the third party is liability premium increases by,0,0,1,0
548,ji ji ji prior to that my insurance was from a Tata A I G ok ok,0,0,1,0
549,june twenty ok can i know your vehicle registration number my register number is,0,0,1,0
550,jung and tubes and tyre will be covered fifty percent five zero fifty per cent,0,0,1,0
551,just asked have you claimed any thing last year? Yes Ma'am. I said NO. You didn't claim any of previous,0,1,0,0
552,just sol copy soft copies already send. madam I agree with you but it has not come in my mail.,0,1,0,0
553,k that's why that's the question that's the person i asked yes yes definitely the cashless services will be there sir,0,1,0,0
554,kari karida branch ok the policy number will you take down the policy number sir,0,0,1,0
555,ken model so you are not any more eligible for motor secure plus cover for the current year any of that and,0,0,1,0
556,know that is why i am telling that why I want to call I did not receive sir you will definite,0,1,0,0
557,ko credit card debit card and net banking se payment karne ke liye comfortable ho one second credit card,0,1,0,0
558,last years quote was four one four five yesterday's quote was four four seven zero,0,0,1,0
559,legitimately spend I am still spending money which I cannot claim from you so why are these,0,1,0,0
560,less facility over there and you don't pay have to pay any charges for your claim if there is any damage,0,1,0,0
561,less services all over sir ok calculus cashless cashless ok ok ok o,0,1,0,0
562,let me check the details yeah ok ok the policy is on name of babu b n right,0,0,1,0
563,let me check the policy details ok the policy holder name is maharajan right,0,0,1,0
564,like for his clarification he doesn't know how to talk to customer care that's why I'm. Ok no problem,1,0,0,0
565,like i have received a mail and i was unable to pay yesterday evening because of,0,1,0,0
566,like is it good to renew it through dealer again or can i do it directly from you,1,0,0,0
567,like the policy will be on whose name the communication address the pre previous policy details,0,0,1,0
568,like two fifty dollars three hundred dollars a fifty dollars would be deducted from your claim amount and you are the,0,1,0,0
569,like why want to cancel it? the reason which policy want to cancel it. mention it that i have.,0,1,0,0
570,"ly help. No injury to me basically, there is some injury to Car but not to me. Please be online. Yes. May I know the.",1,0,0,0
571,ly receive sir i have sent what is the customer care now upto eight o'clock you are working or what is the time,1,0,0,0
572,mail I D hospital mail I D that I could highlight. I don't know the hospital email I D yar they would have mailed it,0,1,0,0
573,match and then I am being asked to provide information about the mismatch. It's just very absurd.,0,1,0,0
574,mation notice which has come o i will just calculate your premium in my system and i i will inform,0,1,1,0
575,may I message I D or email I D sir? sorry may I know the message I D.,0,1,0,0
576,me send you a message of the message about what site about the workshop details,0,1,0,0
577,message I D because by hospital mail I D we will be ah the there will be many of .,0,1,0,0
578,message I D of the mail that they have mailed us. I don't have the message I D yaar I have a refe,0,1,0,0
579,message I D. just a minute let me check let me check with then hold on One minute wait OK mis khil.,0,1,0,0
580,mobile number do you want to give me any alternate mobile number sir yes you may write email I D down,0,1,0,0
581,monday to saturday today i can't go so i can go on monday ok just send me address ping me the address s m s me the address,0,1,0,0
582,month i didn't get any notification a sir policy got expired last month,0,0,1,0
583,morning or yeah i think i just called you recently regarding a name change in the existing policy,0,1,1,0
584,my brother no worry sir your claim has been already intimated or clan claim form has filled,0,1,0,0
585,my civil liabilities also civil liabilities yeah ok sir that one covered in your,0,0,1,0
586,my claim intimation what is the status? yes sir surely we will a may I know your?,0,1,0,0
587,my name is Sadashiv that's it ok that's it thank you ok have you received sir,0,1,0,0
588,my no claim bonus was not provided to me also so these are two reasons,0,1,1,0
589,my own personal issues so for the same link i am able to pay you can't increase the rate,0,1,0,0
590,n c b bonus ok ok yeah ok just one minute and the vehicle,0,0,1,0
591,"nahi because dekho kya hai maloom hai, why should I leave this amount which I am not I which I have legitimately",0,0,1,0
592,next one you are getting malicious act cover malicious act in the sense is like if you have paeked your vehicle in the prop,0,0,1,0
593,nge a call back for for you from our back date office actually i i do not get any callback,0,1,0,0
594,nil depreciation nil depreciation ke liye yes ok ok ok,0,0,1,0
595,nine nine something in on line it is directly it is debited sir ok no issue sir policy a,0,1,0,0
596,ninety five percent ok five person will be for savage in hindi it's call jung right,0,0,1,0
597,no but i will check all details sir so that's why i am saying sir yeah i will send this quotation or email plus,0,1,1,0
598,no claim haa i have not got a no claim bonus and also i don't have much money also,0,1,1,0
599,no documents. we have also not received any documents from your side sir.,0,0,1,0
600,no i already filled up the form everything is done you know they had no Power supply yesterday evening so i have to go back otherwise i would have made payment Yesterday itsself.,0,1,0,0
601,no issue on that OK OK but after intimating the claim you will get one S M S in that S,0,1,0,0
602,no no no ok that's great sir no claim bonus is twenty percent proided to you yeah ok you mentioned the nominee name is,0,0,1,0
603,no no that is fine I am saying about if I don't have a cancel cheque can I use that attested.,0,1,0,0
604,no not got any intimation letter sir may i know where did you concern where did you get the idea about what is,0,1,0,0
605,no problem i will call back yeah no sir you do not have to call back my team will call you sir,0,1,0,0
606,no problem yes you have correct sir ok fine fine fine and what else things while intimation what will things will required my licence number and,0,1,0,0
607,no right in general insur insurance i just made a on claim in which year,0,1,0,0
608,none of the cover is get expenses so i just want to enquire about that no sir you will get medical expenses in,0,0,1,0
609,not eligible for that add on cover for the current year as your vehicle is of thousand fourteen model right,0,0,1,0
610,not that's what I am saying I will not yeah. send the policy document because OK. it lies with,0,0,1,0
611,not to talk about twelve eighty three they were demanding Twelve eighty three from me as it no claim bonus,0,1,1,0
612,now the company will pay seventy percent you have to pay thirty percent if there is a pure glass,0,0,1,0
613,o no that is showing it wrong the last years i have policy OK the number is nine,0,0,1,0
614,o'clock office time and you know we can not be contacted. So I I I even sent a mail also,0,1,0,0
615,october ok i registered a claim in this month ok in last week ok and now i am getting intimation that this is,0,1,0,0
616,oh inspection haan yeah right sir can it be renewed man without inspection ah no sir,0,0,1,0
617,ok I have mail at the of this when i received the letter on fourteen November,0,1,0,0
618,ok and a previous policy is expired on eighteenth right yeah what is the N C B of,0,0,1,0
619,ok and email id should have provide yours only yeah,0,1,0,0
620,ok and in this policy you are also getting benefit like four benefit first benefit,0,0,1,0
621,ok and whatever this dental expense like is that is that be covered only due to something happend to have,0,0,1,0
622,ok but here nothing is mentioned only vehicle i d v three lakh seventy thousand,0,0,1,0
623,ok can you help me with her age and the there is a initial hassel sandhya nair k k as in nair ke bad,0,0,1,0
624,ok can you please share me your policy number nine two zero double two yes,0,0,1,0
625,ok email i d mention is v n babu one two one three two at gmail dot,0,1,0,0
626,ok four lakh twenty seven thousand eight hundred forty three ok and ok haven't made any claim in a currenty year right,0,1,0,0
627,ok four six seven four six seven any email I D mister Ishit yeah e s h i t,0,1,0,0
628,ok i have already sent this soft copy of to you ok no i am not,0,1,0,0
629,ok just be with me i will calculating the premium amount,0,0,1,0
630,ok just tell what are the cover things you have covered,0,0,1,0
631,ok let me check will be this cover will be not given to any of the add on cover ok let me check,0,0,1,0
632,ok mm hmm next one is personal accident to unnamed passenger covered like if you are the owner of the vehicle right,0,0,1,0
633,ok next the cover you are getting is liability paid driver like if you have salary paid driver,0,0,1,0
634,ok nine five give me one minute your premium amount of the current year will be eleven thousand two hundred and,0,0,1,0
635,ok no issue just help me with the details sir yeah for the details you need premium policy end to end policy just help me with the regis,0,0,1,0
636,ok now i will let you know about the benfit you are getting it in your policy the benefit which you are getting is,0,0,1,0
637,ok now you send me now i want to check now inline only OK in our infront of system only,0,0,0,1
638,ok ok and i left Tata A I G only of the because of this thing,0,0,1,0
639,ok ok and in silver plan sir you will get one lakh sum insured of u s dollars where you will get,0,0,1,0
640,ok ok so i tried doing it online but it is showing that my,0,1,0,0
641,ok please allow me some moment Hundred times i called yesterday i telling we sent and,0,1,0,0
642,ok sir as i told you there is a personal accident to owner driver cover in this policy,0,0,1,0
643,ok sir there is a expiring i thinks that is expiring for the car,0,0,1,0
644,ok so fine so today she can get admitted and tomorrow they will send you the pre auth yes sir you just inform in,0,1,0,0
645,ok so for the current year the premium amount is four thousand thirty nine rupees o even after me,0,0,1,0
646,ok so h actually give me give me some information about this policy there was no plan of,0,1,0,0
647,ok so i am transfer the call to customer care service you can speak with them ok a haan OK in the call has been,1,0,0,0
648,ok so no claim bonus is provided to you twenty five percent your vehicle ok is on,0,0,1,0
649,ok so there is the call me today morning i am waiting here for half an hour but nobody there any one there number which,0,1,0,0
650,ok so you have yeah to have two documents which you have a which there is asked for,0,0,1,0
651,ok so you want to change the start date or a end date yeah why it is showing eighteen June I don't understand that.,0,0,1,0
652,ok that's why after selling is after selling policy insurance they block they will block,0,0,1,0
653,ok the policy holder name is Sundar Rajan K right right ok,0,0,1,0
654,ok what is this you are getting may I know it yeah actually i had registered a complaint earlier regarding this,0,0,0,1
655,ok where we pro where we provide road site assistance services it will be covered entire in india,0,0,1,0
656,ok while I restored at the time of insurance also i have not taken any claim,0,1,0,0
657,ok you can register the claim ok sir for this issue you have to share two re two major detai for the accident,0,1,0,0
658,ok zero double three nine right haan ok sir your policy is not seeing in my system,0,0,1,0
659,"okay answer you may disconnect this call we are arranging, okay, a call back on this number within",0,1,0,0
660,on which I can pay the amount but when I am trying to log in to that link I am not able to.,0,1,0,0
661,one hour itself and I would request you to please do not start the repair work before ah surveyor.,1,0,0,0
662,or final sir final final settlement. OK OK the final settlement is under proce.,0,1,0,0
663,or send me a mail ok sir i will just give you a call back within ten minutes ok,0,1,0,0
664,other companies are chargeing three thousand three hundred reliance is charging four thousand four hundred,0,0,1,0
665,own damage cover basic liability cover third party property damage cover personal accident to owner driver which you are eligible about,0,0,1,0
666,owner driver covered upto fifty lakh fifteen lakh rupees third party property damage covered,0,0,1,0
667,owner driver personal accident if you a checking on the website by default,0,0,1,1
668,paid driver cover liability to paid driver in the sense if you have already paid driver,0,0,1,0
669,paid it so I don't know how they paid it OK but I have asked them see I want to cancel it because.,0,1,0,0
670,paid it's two seven double zero or two six nine nine sir i give for my personal two seven sorry two six,0,1,0,0
671,paid off. that's why I am asking for soft copy. I will send you the soft copy on regis,0,1,0,0
672,party is that is head branch you have called Second one is our branch ok sir ha and dealer is,1,0,0,0
673,password so you can no no no no no i trust your word sir i am checking in my system sir if i,0,0,0,1
674,pay that seven thousand five hundred first from your pocket after that your claim will be settled so that is not,0,1,0,0
675,pay the charges for that and ok your discounted premium,0,1,1,0
676,paying morally,0,1,0,0
677,payment i want to get the other quotation also,0,1,1,0
678,payment link ok ok sir so may i know your email i d sir b s m b for bangalore,0,1,0,0
679,pees and after discounted inclucive G S T and everything the best and the final premium will be,0,0,1,0
680,people they they they they don't say that they can't provide a copy of the policy they don't have access nobody say this.,0,1,1,0
681,"percent and so on. And this is the final amount you have to pay. And on the phone, everything happened. I made the online payment.",0,1,1,0
682,percentage ask for company asking for. I have received an sms saying that.,0,1,0,0
683,personal like laptop or tablet is something like that that sir is also covered at airport checked in,0,0,1,0
